Region,Partikod,Parti,1994,1998,2002,2006,2010,2014,2018
0683 Värnamo,V,Vänsterpartiet,3.1,6.0,4.0,3.0,2.9,3.0,3.7
0683 Värnamo,SD,Sverigedemokraterna,..,0.2,1.3,3.8,6.6,13.4,18.4
0683 Värnamo,A,övriga partier,2.0,2.1,1.0,1.3,0.5,1.7,1.0
0684 Sävsjö,M,Moderaterna,20.0,16.8,12.9,20.4,25.0,17.8,16.4
0684 Sävsjö,C,Centerpartiet,18.2,12.1,13.6,13.4,12.3,11.5,9.9
0684 Sävsjö,L,Liberalerna,4.1,2.5,6.0,3.8,4.4,2.3,2.4
0684 Sävsjö,KD,Kristdemokraterna,15.5,28.1,25.6,20.9,17.7,15.3,17.9
0684 Sävsjö,MP,Miljöpartiet,3.5,3.2,2.2,1.8,2.8,2.6,1.7
0684 Sävsjö,S,Socialdemokraterna,32.3,28.6,32.6,30.4,25.3,27.4,22.1
0684 Sävsjö,V,Vänsterpartiet,4.4,7.1,4.5,3.1,3.0,2.7,3.2
0684 Sävsjö,SD,Sverigedemokraterna,..,0.1,1.4,4.8,9.2,18.7,25.6
0684 Sävsjö,A,övriga partier,2.0,1.6,1.3,1.4,0.3,1.6,0.9
0685 Vetlanda,M,Moderaterna,17.8,16.1,11.2,19.7,25.3,18.3,16.9
0685 Vetlanda,C,Centerpartiet,15.9,10.9,12.2,13.0,11.4,11.0,10.9
0685 Vetlanda,L,Liberalerna,5.3,3.1,8.1,5.5,5.5,3.5,3.5
0685 Vetlanda,KD,Kristdemokraterna,11.2,22.8,19.7,14.4,11.3,9.3,11.6
0685 Vetlanda,MP,Miljöpartiet,3.9,3.9,3.0,3.2,4.5,4.1,2.1
0685 Vetlanda,S,Socialdemokraterna,38.9,32.3,38.2,35.9,30.4,32.1,27.8
0685 Vetlanda,V,Vänsterpartiet,4.8,9.6,5.8,4.4,4.3,3.5,3.9
0685 Vetlanda,SD,Sverigedemokraterna,..,0.3,0.8,2.7,6.6,16.4,22.1
0685 Vetlanda,A,övriga partier,2.1,1.2,1.0,1.3,0.6,1.8,1.1
0686 Eksjö,M,Moderaterna,21.0,18.7,13.2,23.9,28.6,20.5,17.0
0686 Eksjö,C,Centerpartiet,15.8,11.0,11.3,12.2,11.1,11.2,12.4
0686 Eksjö,L,Liberalerna,5.6,3.2,9.0,5.6,6.0,4.3,4.4
0686 Eksjö,KD,Kristdemokraterna,9.2,21.5,19.4,13.9,11.2,8.6,10.5
0686 Eksjö,MP,Miljöpartiet,5.3,4.2,3.6,3.7,5.2,5.4,3.2
0686 Eksjö,S,Socialdemokraterna,37.6,31.2,37.1,32.7,27.7,30.9,26.7
0686 Eksjö,V,Vänsterpartiet,3.6,8.1,4.9,3.7,3.6,3.4,4.7
0686 Eksjö,SD,Sverigedemokraterna,..,0.2,0.8,2.8,5.8,13.3,19.6
0686 Eksjö,A,övriga partier,2.0,1.8,0.8,1.6,0.7,2.5,1.5
0687 Tranås,M,Moderaterna,19.8,19.5,13.0,22.0,26.8,18.9,16.7
0687 Tranås,C,Centerpartiet,8.5,4.9,5.6,6.9,6.4,6.4,9.2
0687 Tranås,L,Liberalerna,5.9,2.8,8.5,5.3,5.4,3.7,4.0
0687 Tranås,KD,Kristdemokraterna,9.2,21.0,17.8,12.5,9.6,7.7,9.1
0687 Tranås,MP,Miljöpartiet,4.4,3.5,3.5,3.8,6.3,5.5,3.1
0687 Tranås,S,Socialdemokraterna,45.9,37.3,43.8,40.2,34.8,36.1,31.7
0687 Tranås,V,Vänsterpartiet,4.1,9.8,6.2,4.6,3.9,4.0,5.4
0687 Tranås,SD,Sverigedemokraterna,..,0.3,0.4,2.9,6.4,15.5,19.5
0687 Tranås,A,övriga partier,2.1,0.9,1.3,1.8,0.5,2.1,1.4
0760 Uppvidinge,M,Moderaterna,15.5,14.2,10.6,20.5,25.6,17.7,14.6
0760 Uppvidinge,C,Centerpartiet,17.6,13.3,15.9,15.9,14.3,13.2,11.9
0760 Uppvidinge,L,Liberalerna,3.6,2.5,6.8,3.4,4.0,2.7,2.2
0760 Uppvidinge,KD,Kristdemokraterna,3.3,12.6,9.0,6.5,5.3,3.7,7.3
0760 Uppvidinge,MP,Miljöpartiet,3.9,3.6,2.7,2.7,3.7,2.9,1.7
0760 Uppvidinge,S,Socialdemokraterna,47.0,38.6,43.4,37.8,32.6,33.4,28.8
0760 Uppvidinge,V,Vänsterpartiet,7.5,14.1,8.9,6.0,5.0,4.2,5.9
0760 Uppvidinge,SD,Sverigedemokraterna,..,0.3,2.4,5.7,9.1,20.0,26.2
0760 Uppvidinge,A,övriga partier,1.5,0.8,0.3,1.5,0.4,2.2,1.3
0761 Lessebo,M,Moderaterna,14.7,14.0,10.1,18.2,24.1,16.3,13.6
0761 Lessebo,C,Centerpartiet,9.0,6.5,8.1,9.6,7.5,6.8,7.3
0761 Lessebo,L,Liberalerna,3.9,2.2,7.5,4.0,4.4,2.1,2.5
0761 Lessebo,KD,Kristdemokraterna,2.1,9.7,6.5,4.1,3.0,2.4,5.4
0761 Lessebo,MP,Miljöpartiet,4.6,3.8,3.6,3.5,5.7,4.6,2.5
0761 Lessebo,S,Socialdemokraterna,56.5,46.9,53.2,48.2,41.6,41.5,38.4
0761 Lessebo,V,Vänsterpartiet,7.8,15.8,9.4,7.6,5.7,5.8,7.2
0761 Lessebo,SD,Sverigedemokraterna,..,0.1,1.2,3.0,7.6,18.0,22.1
0761 Lessebo,A,övriga partier,1.5,1.0,0.4,1.9,0.4,2.5,1.0
0763 Tingsryd,M,Moderaterna,21.3,20.6,14.9,26.2,30.4,20.3,15.6
0763 Tingsryd,C,Centerpartiet,20.9,14.6,17.7,15.9,15.3,13.1,11.6
0763 Tingsryd,L,Liberalerna,3.0,1.6,6.2,4.2,4.0,2.2,1.8
0763 Tingsryd,KD,Kristdemokraterna,4.1,14.8,11.9,7.6,5.8,4.4,8.4
0763 Tingsryd,MP,Miljöpartiet,4.3,4.2,3.3,2.9,3.8,2.8,2.0
0763 Tingsryd,S,Socialdemokraterna,39.9,33.2,36.5,33.7,29.4,31.2,27.3
0763 Tingsryd,V,Vänsterpartiet,4.4,9.7,6.0,4.0,3.5,3.6,4.8
0763 Tingsryd,SD,Sverigedemokraterna,..,0.2,2.2,3.9,7.3,20.4,27.1
0763 Tingsryd,A,övriga partier,2.1,1.1,1.2,1.6,0.5,1.9,1.3
0764 Alvesta,M,Moderaterna,20.2,17.7,13.0,24.1,30.3,20.5,17.8
0764 Alvesta,C,Centerpartiet,17.0,12.1,13.6,13.0,11.2,10.6,9.1
0764 Alvesta,L,Liberalerna,4.0,2.1,8.8,5.1,4.7,2.4,2.8
0764 Alvesta,KD,Kristdemokraterna,4.7,15.1,11.2,7.5,5.4,4.2,7.4
0764 Alvesta,MP,Miljöpartiet,4.1,3.6,3.3,3.2,4.3,3.5,2.6
0764 Alvesta,S,Socialdemokraterna,42.2,37.7,40.2,36.9,31.0,31.0,28.6
0764 Alvesta,V,Vänsterpartiet,5.5,10.2,7.2,4.4,4.5,4.1,5.0
0764 Alvesta,SD,Sverigedemokraterna,..,0.2,2.2,3.8,7.8,21.6,25.1
0764 Alvesta,A,övriga partier,2.4,1.3,0.7,2.0,0.8,2.2,1.4
0765 Älmhult,M,Moderaterna,22.0,21.3,14.8,24.4,29.9,22.5,18.7
0765 Älmhult,C,Centerpartiet,13.7,10.8,11.4,12.7,11.0,10.0,11.1
0765 Älmhult,L,Liberalerna,4.7,2.6,8.7,4.9,4.8,3.1,3.4
0765 Älmhult,KD,Kristdemokraterna,4.8,13.0,10.7,7.9,5.9,5.1,7.1
0765 Älmhult,MP,Miljöpartiet,4.1,3.5,3.3,3.5,5.5,5.2,3.0
0765 Älmhult,S,Socialdemokraterna,45.6,39.4,44.5,37.5,31.5,33.5,29.6
0765 Älmhult,V,Vänsterpartiet,3.3,8.2,4.7,3.4,3.3,3.4,4.8
0765 Älmhult,SD,Sverigedemokraterna,..,0.1,1.3,4.7,7.3,15.0,21.3
0765 Älmhult,A,övriga partier,1.8,1.1,0.5,1.1,0.9,2.2,1.1
0767 Markaryd,M,Moderaterna,18.3,16.4,11.8,19.8,27.4,19.6,16.5
0767 Markaryd,C,Centerpartiet,12.2,8.3,10.0,10.4,9.6,7.5,6.2
0767 Markaryd,L,Liberalerna,4.1,1.8,6.6,3.7,3.5,1.7,1.8
0767 Markaryd,KD,Kristdemokraterna,6.6,18.8,16.1,12.6,10.1,7.4,10.6
0767 Markaryd,MP,Miljöpartiet,4.8,3.5,2.6,2.4,3.6,3.5,1.6
0767 Markaryd,S,Socialdemokraterna,46.7,39.4,44.2,41.3,33.2,34.5,27.0
0767 Markaryd,V,Vänsterpartiet,5.0,10.0,5.0,2.8,2.8,2.4,3.1
0767 Markaryd,SD,Sverigedemokraterna,..,0.1,3.0,4.8,9.2,21.1,31.5
0767 Markaryd,A,övriga partier,2.1,1.8,0.8,2.2,0.6,2.3,1.6
0780 Växjö,M,Moderaterna,24.6,23.0,15.9,26.7,31.6,24.0,21.4
0780 Växjö,C,Centerpartiet,10.1,7.3,7.6,8.7,7.5,7.6,9.1
0780 Växjö,L,Liberalerna,7.2,3.9,12.3,7.2,7.1,4.3,4.4
0780 Växjö,KD,Kristdemokraterna,4.4,13.5,10.0,7.7,5.9,5.0,7.2
0780 Växjö,MP,Miljöpartiet,5.1,4.7,4.9,5.5,7.7,7.2,4.2
0780 Växjö,S,Socialdemokraterna,40.4,34.8,38.8,33.9,28.8,31.3,30.0
0780 Växjö,V,Vänsterpartiet,6.5,11.1,8.2,5.5,5.2,5.2,7.2
0780 Växjö,SD,Sverigedemokraterna,..,0.2,1.5,2.8,5.1,12.2,15.4
0780 Växjö,A,övriga partier,1.7,1.5,0.8,2.0,1.0,3.2,1.1
0781 Ljungby,M,Moderaterna,19.8,17.9,12.2,23.2,27.9,20.3,18.6
0781 Ljungby,C,Centerpartiet,15.2,11.3,14.4,14.0,12.8,10.2,9.3
0781 Ljungby,L,Liberalerna,4.9,2.4,8.5,5.0,5.1,3.1,3.0
0781 Ljungby,KD,Kristdemokraterna,6.9,17.8,12.9,9.1,7.1,5.8,8.5
0781 Ljungby,MP,Miljöpartiet,5.4,4.0,3.9,3.5,5.1,4.2,2.5
0781 Ljungby,S,Socialdemokraterna,41.0,35.3,39.5,35.8,30.7,33.4,28.3
0781 Ljungby,V,Vänsterpartiet,5.3,9.6,6.5,4.5,4.3,4.2,4.9
0781 Ljungby,SD,Sverigedemokraterna,..,0.1,1.2,3.2,6.1,16.4,23.4
0781 Ljungby,A,övriga partier,1.6,1.5,0.9,1.6,0.9,2.4,1.4
0821 Högsby,M,Moderaterna,15.5,13.9,9.6,15.8,21.3,14.7,15.0
0821 Högsby,C,Centerpartiet,16.1,10.9,12.8,14.7,11.3,10.6,9.8
0821 Högsby,L,Liberalerna,2.6,1.9,5.3,4.2,3.4,1.9,1.5
0821 Högsby,KD,Kristdemokraterna,5.5,14.9,14.3,7.1,6.1,5.3,7.6
0821 Högsby,MP,Miljöpartiet,3.7,3.0,2.3,2.1,3.7,2.3,1.5
0821 Högsby,S,Socialdemokraterna,49.0,40.4,46.1,44.7,41.3,39.3,31.8
0821 Högsby,V,Vänsterpartiet,6.0,14.2,8.2,5.1,4.3,4.1,5.3
0821 Högsby,SD,Sverigedemokraterna,..,0.1,0.8,5.2,7.5,19.9,26.7
0821 Högsby,A,övriga partier,1.8,0.7,0.5,1.1,1.1,1.9,0.8
0834 Torsås,M,Moderaterna,18.6,18.6,13.1,20.5,25.3,16.1,12.7
0834 Torsås,C,Centerpartiet,22.0,16.9,19.2,17.5,14.5,13.7,12.0
0834 Torsås,L,Liberalerna,3.2,2.5,6.5,3.8,3.6,3.4,2.9
0834 Torsås,KD,Kristdemokraterna,5.5,15.0,12.9,8.9,6.0,4.1,7.4
0834 Torsås,MP,Miljöpartiet,5.0,4.5,3.5,3.2,4.6,3.2,2.1
0834 Torsås,S,Socialdemokraterna,40.2,33.7,39.1,37.0,34.0,33.5,28.7
0834 Torsås,V,Vänsterpartiet,3.0,7.6,4.5,3.1,3.8,3.2,4.4
0834 Torsås,SD,Sverigedemokraterna,..,0.1,0.6,4.0,7.2,20.8,28.8
0834 Torsås,A,övriga partier,2.4,1.1,0.6,2.1,0.8,2.1,1.1
0840 Mörbylånga,M,Moderaterna,22.3,21.5,15.3,25.2,31.2,24.8,18.5
0840 Mörbylånga,C,Centerpartiet,17.1,11.5,13.2,13.3,11.0,9.7,11.2
0840 Mörbylånga,L,Liberalerna,5.2,3.1,10.5,6.0,5.8,4.1,3.9
0840 Mörbylånga,KD,Kristdemokraterna,3.4,15.6,12.0,7.1,6.5,4.5,7.3
0840 Mörbylånga,MP,Miljöpartiet,5.1,4.8,3.9,4.2,6.3,5.5,4.0
0840 Mörbylånga,S,Socialdemokraterna,40.3,32.5,37.7,34.9,28.1,29.3,27.1
0840 Mörbylånga,V,Vänsterpartiet,4.2,9.4,6.4,4.1,4.3,3.8,5.9
0840 Mörbylånga,SD,Sverigedemokraterna,..,0.1,0.6,3.0,5.9,15.2,20.6
0840 Mörbylånga,A,övriga partier,2.4,1.5,0.5,2.0,0.9,3.1,1.4
0860 Hultsfred,M,Moderaterna,14.7,13.9,9.1,16.1,20.7,14.3,13.9
0860 Hultsfred,C,Centerpartiet,16.6,12.4,14.1,14.1,11.7,10.9,10.6
0860 Hultsfred,L,Liberalerna,3.1,1.8,5.4,3.8,3.7,2.1,1.8
0860 Hultsfred,KD,Kristdemokraterna,5.6,13.6,12.3,8.1,8.6,6.6,9.4
0860 Hultsfred,MP,Miljöpartiet,2.7,2.2,2.3,2.9,4.0,2.7,1.6
0860 Hultsfred,S,Socialdemokraterna,49.2,41.8,46.2,43.8,39.1,39.6,33.6
0860 Hultsfred,V,Vänsterpartiet,6.6,12.9,8.2,5.7,5.4,4.1,5.9
0860 Hultsfred,SD,Sverigedemokraterna,..,0.1,1.8,3.7,6.1,17.6,21.8
0860 Hultsfred,A,övriga partier,1.5,1.3,0.5,2.0,0.8,2.1,1.4
0861 Mönsterås,M,Moderaterna,15.5,14.9,10.4,17.3,23.1,16.9,13.8
0861 Mönsterås,C,Centerpartiet,14.5,11.1,11.5,12.3,10.4,9.6,10.0
0861 Mönsterås,L,Liberalerna,3.1,1.9,7.0,4.2,4.3,2.4,3.1
0861 Mönsterås,KD,Kristdemokraterna,4.0,12.3,10.2,6.7,5.6,4.3,6.5
0861 Mönsterås,MP,Miljöpartiet,3.6,3.3,2.9,2.8,4.4,3.1,2.1
0861 Mönsterås,S,Socialdemokraterna,51.6,42.5,47.8,46.2,39.4,39.1,31.9
0861 Mönsterås,V,Vänsterpartiet,6.0,12.4,7.9,5.2,5.4,4.5,5.3
0861 Mönsterås,SD,Sverigedemokraterna,..,0.1,0.9,3.7,6.6,18.3,26.3
0861 Mönsterås,A,övriga partier,1.6,1.4,1.4,1.5,0.9,1.8,1.1
0862 Emmaboda,M,Moderaterna,15.0,14.7,9.8,17.6,23.6,16.6,14.4
0862 Emmaboda,C,Centerpartiet,16.9,11.9,13.3,13.9,11.1,11.1,11.4
0862 Emmaboda,L,Liberalerna,3.5,2.1,5.5,2.8,3.0,1.7,2.4
0862 Emmaboda,KD,Kristdemokraterna,3.7,11.4,9.9,7.7,5.3,4.0,6.1
0862 Emmaboda,MP,Miljöpartiet,4.7,3.5,3.3,3.5,4.7,3.9,2.4
0862 Emmaboda,S,Socialdemokraterna,50.6,44.5,50.4,45.2,40.3,40.1,33.5
0862 Emmaboda,V,Vänsterpartiet,4.3,10.4,5.8,4.1,5.2,4.6,5.8
0862 Emmaboda,SD,Sverigedemokraterna,..,0.1,0.8,3.2,5.8,15.3,22.3
0862 Emmaboda,A,övriga partier,1.4,1.5,1.3,2.0,1.1,2.5,1.6
0880 Kalmar,M,Moderaterna,23.4,22.7,15.4,24.8,29.7,23.5,19.7
0880 Kalmar,C,Centerpartiet,7.8,5.3,6.1,7.6,6.5,6.8,9.2
0880 Kalmar,L,Liberalerna,5.9,3.7,11.4,6.6,6.2,4.5,4.9
0880 Kalmar,KD,Kristdemokraterna,3.7,12.4,9.9,6.5,5.5,4.4,6.5
0880 Kalmar,MP,Miljöpartiet,4.9,4.8,4.7,5.2,7.9,6.9,4.2
0880 Kalmar,S,Socialdemokraterna,46.7,38.0,42.9,39.5,32.9,32.7,30.4
0880 Kalmar,V,Vänsterpartiet,5.4,11.0,7.1,4.8,4.8,4.5,6.7
0880 Kalmar,SD,Sverigedemokraterna,..,0.2,0.7,3.0,5.4,13.1,17.1
0880 Kalmar,A,övriga partier,2.1,1.8,1.8,2.0,1.1,3.5,1.3
0881 Nybro,M,Moderaterna,17.0,16.6,10.8,18.9,24.5,17.3,14.8
0881 Nybro,C,Centerpartiet,14.1,10.1,11.6,12.0,9.9,10.5,10.2
0881 Nybro,L,Liberalerna,3.2,1.8,7.0,3.6,3.6,2.6,2.9
0881 Nybro,KD,Kristdemokraterna,4.5,12.5,11.0,7.0,6.1,4.6,7.5
0881 Nybro,MP,Miljöpartiet,3.6,3.0,2.3,2.7,4.0,3.4,1.8
0881 Nybro,S,Socialdemokraterna,49.9,43.8,46.8,44.3,38.6,36.8,32.7
0881 Nybro,V,Vänsterpartiet,5.7,11.2,7.6,5.3,6.1,5.3,5.9
0881 Nybro,SD,Sverigedemokraterna,..,0.1,0.5,3.0,5.8,17.2,22.7
0881 Nybro,A,övriga partier,1.9,1.0,2.6,3.2,1.4,2.5,1.4
0882 Oskarshamn,M,Moderaterna,18.5,17.0,12.5,21.2,27.7,21.0,18.1
0882 Oskarshamn,C,Centerpartiet,7.3,4.7,5.2,6.0,4.9,4.6,6.0
0882 Oskarshamn,L,Liberalerna,4.7,3.0,8.3,4.9,5.7,4.4,4.7
0882 Oskarshamn,KD,Kristdemokraterna,5.7,15.1,13.7,8.5,7.3,5.8,8.2
0882 Oskarshamn,MP,Miljöpartiet,3.7,3.1,3.0,2.8,4.2,3.3,1.7
0882 Oskarshamn,S,Socialdemokraterna,52.6,42.3,47.7,44.3,37.2,37.8,32.2
0882 Oskarshamn,V,Vänsterpartiet,6.1,13.4,8.1,6.8,5.7,4.9,5.9
0882 Oskarshamn,SD,Sverigedemokraterna,..,0.1,1.0,4.0,6.2,16.3,22.2
0882 Oskarshamn,A,övriga partier,1.4,1.3,0.5,1.6,1.0,1.9,0.9
0883 Västervik,M,Moderaterna,17.0,16.4,11.6,20.1,25.8,19.3,16.9
0883 Västervik,C,Centerpartiet,10.6,7.6,9.7,9.3,7.3,7.9,8.8
0883 Västervik,L,Liberalerna,4.7,3.3,10.9,6.3,5.5,3.8,3.9
0883 Västervik,KD,Kristdemokraterna,3.3,11.6,9.0,5.8,4.7,3.9,6.3
0883 Västervik,MP,Miljöpartiet,4.7,4.5,3.9,4.2,5.4,4.5,2.8
0883 Västervik,S,Socialdemokraterna,51.3,42.3,45.0,45.3,39.9,39.3,34.3
0883 Västervik,V,Vänsterpartiet,6.9,13.0,8.5,5.5,5.1,5.1,6.7
0883 Västervik,SD,Sverigedemokraterna,..,0.1,0.8,2.1,5.2,13.6,19.2
0883 Västervik,A,övriga partier,1.6,1.2,0.5,1.5,1.1,2.6,1.1
0884 Vimmerby,M,Moderaterna,17.2,16.6,11.0,18.6,25.6,18.9,16.3
0884 Vimmerby,C,Centerpartiet,20.9,15.7,18.3,17.2,12.4,11.6,13.5
0884 Vimmerby,L,Liberalerna,2.8,1.8,6.4,4.1,3.9,2.3,2.0
0884 Vimmerby,KD,Kristdemokraterna,5.1,14.1,12.7,8.3,6.3,5.0,8.3
0884 Vimmerby,MP,Miljöpartiet,4.3,3.1,3.2,3.5,4.6,3.9,2.3
0884 Vimmerby,S,Socialdemokraterna,42.4,36.6,41.2,39.5,35.6,36.3,30.4
0884 Vimmerby,V,Vänsterpartiet,4.8,10.2,6.1,4.1,4.2,4.4,5.6
0884 Vimmerby,SD,Sverigedemokraterna,..,0.1,0.8,3.1,6.3,15.5,20.3
0884 Vimmerby,A,övriga partier,2.5,1.8,0.4,1.7,1.0,2.2,1.4
0885 Borgholm,M,Moderaterna,22.6,21.7,16.0,26.2,31.7,24.6,18.9
0885 Borgholm,C,Centerpartiet,24.0,17.7,21.3,21.5,16.8,14.7,14.2
0885 Borgholm,L,Liberalerna,3.7,2.7,8.7,4.5,5.0,3.5,3.4
0885 Borgholm,KD,Kristdemokraterna,5.3,18.2,14.5,8.0,7.3,5.1,8.3
0885 Borgholm,MP,Miljöpartiet,5.4,4.0,4.0,4.0,6.2,4.5,3.1
0885 Borgholm,S,Socialdemokraterna,33.3,25.7,28.6,26.8,23.3,25.6,23.7
0885 Borgholm,V,Vänsterpartiet,3.6,8.5,5.7,3.8,3.6,3.7,5.7
0885 Borgholm,SD,Sverigedemokraterna,..,0.1,0.5,3.5,5.2,15.3,21.4
0885 Borgholm,A,övriga partier,2.1,1.4,0.8,1.8,1.0,3.1,1.2
0980 Gotland,M,Moderaterna,18.0,19.2,14.0,21.6,25.2,21.3,16.6
0980 Gotland,C,Centerpartiet,17.9,15.0,15.6,19.3,14.6,13.4,17.2
0980 Gotland,L,Liberalerna,4.5,3.4,7.9,4.3,4.6,3.8,3.7
0980 Gotland,KD,Kristdemokraterna,2.5,8.7,6.5,3.8,2.9,2.8,4.1
0980 Gotland,MP,Miljöpartiet,6.7,5.7,5.5,6.3,8.4,7.2,5.0
0980 Gotland,S,Socialdemokraterna,43.5,34.8,40.8,34.9,33.3,32.2,29.8
0980 Gotland,V,Vänsterpartiet,5.2,10.8,8.5,6.0,6.1,5.8,9.0
0980 Gotland,SD,Sverigedemokraterna,..,0.4,0.6,1.6,3.2,8.2,12.7
0980 Gotland,A,övriga partier,1.7,2.1,0.5,2.3,1.7,5.3,1.9
1060 Olofström,M,Moderaterna,13.2,13.0,8.2,14.5,18.9,13.4,12.0
1060 Olofström,C,Centerpartiet,6.9,5.7,6.3,6.9,6.1,5.6,6.5
1060 Olofström,L,Liberalerna,4.8,3.1,9.4,5.3,3.7,2.0,2.3
1060 Olofström,KD,Kristdemokraterna,3.8,10.4,9.0,5.2,4.5,3.4,4.9
1060 Olofström,MP,Miljöpartiet,4.3,4.3,2.8,2.4,3.6,3.5,1.9
1060 Olofström,S,Socialdemokraterna,58.4,48.6,51.9,51.6,47.0,45.9,36.6
1060 Olofström,V,Vänsterpartiet,6.9,13.7,8.7,6.3,5.6,4.9,5.7
1060 Olofström,SD,Sverigedemokraterna,..,0.3,3.2,6.1,9.8,19.1,28.9
1060 Olofström,A,övriga partier,1.6,0.8,0.4,1.6,0.8,2.1,1.2
1080 Karlskrona,M,Moderaterna,20.7,21.1,13.8,23.6,28.7,20.7,18.4
1080 Karlskrona,C,Centerpartiet,8.0,5.2,6.1,7.1,5.6,5.8,7.2
1080 Karlskrona,L,Liberalerna,5.9,4.3,12.4,7.5,6.5,5.2,5.2
1080 Karlskrona,KD,Kristdemokraterna,3.7,12.2,9.9,5.8,4.3,3.9,6.2
1080 Karlskrona,MP,Miljöpartiet,4.5,3.8,4.0,4.1,5.6,5.4,3.4
1080 Karlskrona,S,Socialdemokraterna,49.1,39.9,43.7,40.0,35.3,36.3,31.2
1080 Karlskrona,V,Vänsterpartiet,6.3,12.0,7.2,4.5,4.4,4.6,5.5
1080 Karlskrona,SD,Sverigedemokraterna,..,0.1,2.6,5.9,8.9,15.5,21.6
1080 Karlskrona,A,övriga partier,1.7,1.4,0.3,1.6,0.8,2.6,1.3
1081 Ronneby,M,Moderaterna,18.5,19.3,12.7,21.4,26.8,17.8,16.2
1081 Ronneby,C,Centerpartiet,9.4,6.6,7.3,9.0,7.5,6.9,7.0
1081 Ronneby,L,Liberalerna,4.6,3.6,10.6,5.9,4.7,3.5,3.2
1081 Ronneby,KD,Kristdemokraterna,2.3,10.3,7.8,4.5,3.5,2.9,5.2
1081 Ronneby,MP,Miljöpartiet,4.0,3.7,3.8,3.4,5.0,3.9,2.1
1081 Ronneby,S,Socialdemokraterna,53.5,41.7,45.6,41.7,34.7,36.0,29.9
1081 Ronneby,V,Vänsterpartiet,6.3,13.8,9.0,6.2,5.9,5.2,5.5
1081 Ronneby,SD,Sverigedemokraterna,..,0.2,3.0,5.9,10.9,21.5,29.4
1081 Ronneby,A,övriga partier,1.3,0.8,0.2,2.1,1.0,2.3,1.3
1082 Karlshamn,M,Moderaterna,15.6,16.8,11.6,19.7,26.3,18.7,16.9
1082 Karlshamn,C,Centerpartiet,6.0,4.5,5.4,6.5,5.0,4.8,6.5
1082 Karlshamn,L,Liberalerna,4.9,3.2,10.3,6.0,5.3,2.9,3.4
1082 Karlshamn,KD,Kristdemokraterna,3.0,9.8,7.5,4.5,3.5,3.1,5.1
1082 Karlshamn,MP,Miljöpartiet,5.0,4.7,4.6,4.2,6.3,5.7,3.3
1082 Karlshamn,S,Socialdemokraterna,56.5,44.5,47.4,44.6,37.3,38.7,33.0
1082 Karlshamn,V,Vänsterpartiet,7.5,15.3,10.3,6.7,6.1,5.0,6.1
1082 Karlshamn,SD,Sverigedemokraterna,..,0.2,2.7,6.3,9.4,18.4,24.3
1082 Karlshamn,A,övriga partier,1.4,1.1,0.2,1.4,0.9,2.7,1.3
1083 Sölvesborg,M,Moderaterna,20.6,22.2,18.6,27.2,31.5,22.7,19.1
1083 Sölvesborg,C,Centerpartiet,6.7,4.4,5.1,5.6,4.8,4.6,5.7
1083 Sölvesborg,L,Liberalerna,4.2,2.6,9.4,4.7,4.1,2.8,3.1
1083 Sölvesborg,KD,Kristdemokraterna,3.4,10.5,8.7,5.1,4.0,3.0,6.1
1083 Sölvesborg,MP,Miljöpartiet,3.8,2.9,3.0,2.3,4.1,3.9,2.1
1083 Sölvesborg,S,Socialdemokraterna,53.9,43.9,45.1,41.1,34.4,33.0,27.8
1083 Sölvesborg,V,Vänsterpartiet,5.2,11.3,7.1,4.6,4.0,3.2,3.7
1083 Sölvesborg,SD,Sverigedemokraterna,..,1.3,2.7,7.9,12.2,25.0,31.2
1083 Sölvesborg,A,övriga partier,2.2,0.9,0.4,1.7,0.9,1.9,1.2
1214 Svalöv,M,Moderaterna,21.9,22.8,15.2,22.9,27.4,17.8,15.0
1214 Svalöv,C,Centerpartiet,14.7,12.7,12.7,13.8,11.7,9.7,9.3
1214 Svalöv,L,Liberalerna,3.7,3.1,9.6,5.9,5.7,3.5,3.7
1214 Svalöv,KD,Kristdemokraterna,2.5,9.6,7.3,4.3,3.4,2.6,5.1
1214 Svalöv,MP,Miljöpartiet,4.0,2.9,2.8,3.0,4.8,4.7,2.6
1214 Svalöv,S,Socialdemokraterna,47.2,38.9,41.0,35.7,28.9,29.3,23.0
1214 Svalöv,V,Vänsterpartiet,2.6,6.4,4.1,3.0,3.5,3.1,4.6
1214 Svalöv,SD,Sverigedemokraterna,..,0.5,4.9,9.7,13.1,26.4,34.3
1214 Svalöv,A,övriga partier,3.3,3.1,2.3,1.7,1.5,3.1,2.2
1229 Bara,M,Moderaterna,..,..,..,..,..,..,..
1229 Bara,C,Centerpartiet,..,..,..,..,..,..,..
1229 Bara,L,Liberalerna,..,..,..,..,..,..,..
1229 Bara,KD,Kristdemokraterna,..,..,..,..,..,..,..
1229 Bara,MP,Miljöpartiet,..,..,..,..,..,..,..
1229 Bara,S,Socialdemokraterna,..,..,..,..,..,..,..
1229 Bara,V,Vänsterpartiet,..,..,..,..,..,..,..
1229 Bara,SD,Sverigedemokraterna,..,..,..,..,..,..,..
1229 Bara,A,övriga partier,..,..,..,..,..,..,..
1230 Staffanstorp,M,Moderaterna,30.8,32.1,20.7,36.0,42.5,31.1,27.8
1230 Staffanstorp,C,Centerpartiet,5.7,3.6,3.9,5.2,5.1,5.4,7.6
